"Pitcher","MLBAM_ID","Year","# of total pitches","Total Edge%","Top Edge%","Bottom Edge%","Horizontal Edge%","Heart%","Out of Zone%"
"Dallas Keuchel",9434,"2013",2506,0.1788,0.0291,0.0567,0.093,0.2019,0.5335
"Paul Maholm",8678,"2013",2495,0.1611,0.0216,0.0697,0.0697,0.2228,0.5246
"Francisco Liriano",3201,"2013",2493,0.1609,0.0172,0.071,0.0726,0.1725,0.5784
"Wade Davis",7441,"2013",2469,0.1758,0.036,0.0632,0.0765,0.2106,0.5144
"Dan Straily",9460,"2013",2464,0.1668,0.0353,0.0556,0.0759,0.2232,0.5191
"Jordan Lyles",7593,"2013",2443,0.167,0.0327,0.0618,0.0725,0.2055,0.533
"Matt Garza",3340,"2013",2425,0.1682,0.0375,0.0631,0.0676,0.2367,0.4944
"Jered Weaver",4235,"2013",2394,0.1734,0.0447,0.0497,0.0789,0.2201,0.5121
"Roberto Hernandez",3273,"2013",2394,0.1825,0.0201,0.0727,0.0898,0.2193,0.5054
"Jason Vargas",8044,"2013",2385,0.1761,0.0155,0.0742,0.0864,0.2117,0.5224
"Aaron Harang",1451,"2013",2383,0.1536,0.0457,0.0663,0.0415,0.2371,0.4973
"Trevor Cahill",6249,"2013",2370,0.1523,0.0291,0.0688,0.0544,0.1907,0.5591
"Jake Peavy",1051,"2013",2367,0.1825,0.0351,0.057,0.0904,0.2391,0.4863
"Barry Zito",944,"2013",2351,0.1684,0.0464,0.0485,0.0736,0.2097,0.527
"Garrett Richards",9784,"2013",2351,0.1497,0.0472,0.0604,0.0421,0.2301,0.5125
"Jon Niese",4424,"2013",2335,0.1846,0.0351,0.0707,0.0788,0.2176,0.4921
"Jason Hammel",4538,"2013",2300,0.1687,0.0448,0.0565,0.0674,0.2287,0.5013
"Zach McAllister",2895,"2013",2290,0.1808,0.0555,0.045,0.0803,0.2428,0.476
"Corey Kluber",2429,"2013",2287,0.1823,0.0459,0.0542,0.0822,0.2422,0.4753
"Dylan Axelrod",9303,"2013",2267,0.161,0.0309,0.064,0.0662,0.2025,0.5417
"Esmil Rogers",6317,"2013",2258,0.1435,0.0226,0.074,0.0469,0.2179,0.5421
"Tom Koehler",6570,"2013",2256,0.1689,0.0457,0.059,0.0643,0.2358,0.4907
"Joe Blanton",4849,"2013",2220,0.1459,0.0333,0.0757,0.0369,0.2293,0.5158
"Alex Cobb",6562,"2013",2212,0.1935,0.0276,0.0637,0.1022,0.1854,0.5298
"Scott Diamond",5089,"2013",2204,0.1502,0.0313,0.0789,0.0399,0.2269,0.5127
"John Danks",6329,"2013",2202,0.1685,0.0318,0.069,0.0677,0.2389,0.4918
"Wei-Yin Chen",13071,"2013",2181,0.1774,0.044,0.0605,0.0729,0.2444,0.4736
"Jeremy Hefner",1989,"2013",2138,0.1609,0.0257,0.0599,0.0753,0.2208,0.5327
"Chris Archer",6345,"2013",2100,0.1595,0.0352,0.0519,0.0724,0.2257,0.5276
"Ivan Nova",1994,"2013",2091,0.1545,0.0292,0.0655,0.0598,0.2028,0.5481
"Brandon McCarthy",4662,"2013",2009,0.2115,0.0393,0.0528,0.1195,0.2424,0.454
"Tim Hudson",921,"2013",2001,0.1444,0.0205,0.0725,0.0515,0.2144,0.5482
"Marco Estrada",1118,"2013",1993,0.142,0.0306,0.0718,0.0396,0.2233,0.5324
"Carlos Villanueva",4138,"2013",1984,0.1482,0.0418,0.064,0.0423,0.2213,0.5247
"Tyson Ross",7872,"2013",1981,0.1605,0.0419,0.0505,0.0681,0.2019,0.5452
"Joe Kelly",9761,"2013",1964,0.1757,0.0255,0.0626,0.0876,0.2179,0.5183
"Bruce Chen",769,"2013",1961,0.1938,0.053,0.0566,0.0841,0.2621,0.4345
"Jason Marquis",105,"2013",1910,0.1466,0.0126,0.0707,0.0634,0.1607,0.6094
"Jake Westbrook",412,"2013",1862,0.1402,0.015,0.0816,0.0435,0.1939,0.5693
"Jacob Turner",10185,"2013",1855,0.1671,0.0248,0.0755,0.0668,0.186,0.5466
"Martin Perez",6902,"2013",1854,0.1677,0.0232,0.0755,0.069,0.2168,0.5167
"Tony Cingrani",12555,"2013",1818,0.1815,0.0512,0.0528,0.0776,0.209,0.5055
"Randall Delgado",5985,"2013",1811,0.1623,0.0315,0.0828,0.048,0.222,0.5014
"Tyler Chatwood",4338,"2013",1775,0.1724,0.0327,0.0597,0.08,0.2135,0.5217
"Ryan Vogelsong",1011,"2013",1748,0.1608,0.0366,0.0624,0.0618,0.2225,0.5177
"Samuel Deduno",5285,"2013",1743,0.1807,0.0258,0.0631,0.0918,0.2358,0.4945
"Zack Wheeler",10310,"2013",1728,0.1678,0.033,0.0486,0.0862,0.2396,0.511
"Gerrit Cole",13125,"2013",1723,0.173,0.0232,0.083,0.0667,0.2234,0.4974
"J.A. Happ",7410,"2013",1722,0.1841,0.0418,0.0546,0.0877,0.2282,0.4913
"Charlie Morton",4676,"2013",1712,0.1863,0.0158,0.0607,0.1098,0.1904,0.5467
"Alexi Ogando",10261,"2013",1709,0.1831,0.0374,0.0556,0.0901,0.2311,0.4927
"Nathan Eovaldi",9132,"2013",1695,0.1687,0.0413,0.0602,0.0673,0.2625,0.4673
"Chris Capuano",1701,"2013",1694,0.1547,0.0272,0.0632,0.0643,0.2379,0.5171
"Jonathan Pettibone",7106,"2013",1671,0.1915,0.0323,0.0569,0.1023,0.2226,0.4967
"Justin Grimm",11720,"2013",1641,0.1463,0.0451,0.0609,0.0402,0.2218,0.5259
"Clay Buchholz",3543,"2013",1629,0.1805,0.043,0.0424,0.0952,0.2063,0.5279
"Luis Mendoza",3126,"2013",1576,0.158,0.014,0.0711,0.073,0.1777,0.5793
"Josh Collmenter",7312,"2013",1554,0.1699,0.0476,0.0528,0.0695,0.2259,0.5039
"Chad Gaudin",1783,"2013",1550,0.1652,0.029,0.0735,0.0626,0.2406,0.4916
"Nick Tepesch",11716,"2013",1537,0.1815,0.0208,0.0703,0.0904,0.201,0.5264
"David Phelps",6316,"2013",1497,0.189,0.0254,0.0695,0.0942,0.2151,0.501
"Anthony Swarzak",7466,"2013",1494,0.1814,0.0462,0.0616,0.0736,0.2236,0.4873
"Brad Peacock",5401,"2013",1486,0.1386,0.0303,0.0821,0.0262,0.2214,0.5276
"Josh Johnson",4567,"2013",1468,0.1689,0.0245,0.064,0.0804,0.1778,0.5647
"Kevin Slowey",9918,"2013",1466,0.1842,0.0593,0.0498,0.075,0.266,0.4407
"Brandon Maurer",4878,"2013",1459,0.1659,0.024,0.0583,0.0836,0.2221,0.5298
"Henderson Alvarez",5669,"2013",1447,0.1769,0.0373,0.0643,0.0753,0.2446,0.4768
"A.J. Ramos",8350,"2013",1370,0.1657,0.0285,0.0745,0.0628,0.2248,0.5066
"Tom Gorzelanny",6244,"2013",1351,0.1392,0.0296,0.0807,0.0289,0.2117,0.5389
"Carlos Torres",7624,"2013",1324,0.1752,0.031,0.0695,0.0748,0.2492,0.4751
"Alfredo Simon",2155,"2013",1319,0.1842,0.0341,0.0561,0.094,0.2138,0.5118
"Adam Warren",9029,"2013",1298,0.151,0.027,0.0578,0.0663,0.2072,0.557
"Alex Wood",13781,"2013",1296,0.1821,0.0231,0.0733,0.0856,0.25,0.4715
"Todd Redmond",9943,"2013",1289,0.1722,0.0396,0.059,0.0737,0.2358,0.4934
"Trevor Rosenthal",10745,"2013",1287,0.1671,0.0482,0.0521,0.0668,0.2455,0.4872
"Drew Smyly",11760,"2013",1284,0.1495,0.0288,0.0732,0.0475,0.222,0.5265
"Adam Ottavino",1247,"2013",1282,0.1576,0.0367,0.071,0.0499,0.2324,0.5023
"Erasmo Ramirez",10314,"2013",1275,0.1655,0.0392,0.0533,0.0729,0.2518,0.4902
"Tommy Hunter",1157,"2013",1273,0.1705,0.0723,0.0401,0.0581,0.2592,0.458
"Craig Stammen",7274,"2013",1270,0.1543,0.0134,0.0701,0.0709,0.1598,0.6024
"Jake Arrieta",4153,"2013",1265,0.1692,0.0514,0.0553,0.0625,0.2292,0.4949
"Tommy Hanson",9129,"2013",1261,0.142,0.0365,0.0595,0.046,0.2482,0.5139
"Ernesto Frieri",5178,"2013",1256,0.1879,0.0557,0.051,0.0812,0.2659,0.4395
"Kenley Jansen",3096,"2013",1245,0.1663,0.057,0.0675,0.0418,0.2586,0.4506
"Jeff Francis",4684,"2013",1244,0.168,0.0169,0.0876,0.0635,0.2106,0.5169
"Bryan Shaw",8110,"2013",1235,0.1692,0.0437,0.0462,0.0794,0.2543,0.4866
"Shaun Marcum",6204,"2013",1235,0.1587,0.0243,0.0688,0.0656,0.234,0.5142
"Nate Jones",4696,"2013",1235,0.1798,0.0453,0.0648,0.0696,0.2356,0.4745
"John Lannan",7080,"2013",1229,0.1701,0.0228,0.0692,0.0781,0.227,0.511
"T.J. McFarland",3237,"2013",1227,0.1728,0.0106,0.0864,0.0758,0.1752,0.555
"Fernando Rodney",494,"2013",1212,0.1683,0.033,0.0594,0.0759,0.2054,0.5338
"Ryan Webb",7474,"2013",1209,0.172,0.0157,0.0794,0.0769,0.2151,0.5178
"Jeanmar Gomez",9033,"2013",1207,0.174,0.0207,0.0605,0.0928,0.208,0.5369
"Ryan Pressly",7005,"2013",1197,0.1571,0.0368,0.0744,0.0459,0.1988,0.533
"Dane de la Rosa",10095,"2013",1196,0.1731,0.0585,0.0535,0.061,0.2467,0.4682
"Mike Dunn",9948,"2013",1193,0.1802,0.0503,0.0604,0.0696,0.2406,0.4686
"Justin Wilson",4301,"2013",1190,0.1958,0.0395,0.058,0.0983,0.2244,0.4824
"Cody Allen",12183,"2013",1188,0.1566,0.0539,0.0589,0.0438,0.213,0.5177
"Alfredo Figaro",8404,"2013",1187,0.1702,0.0261,0.0581,0.0859,0.2384,0.5072
"Vin Mazzaro",5231,"2013",1187,0.1887,0.0261,0.0708,0.0918,0.2013,0.5131
"John Axford",9059,"2013",1178,0.1469,0.0509,0.0628,0.0331,0.2046,0.5348
"Addison Reed",10586,"2013",1172,0.1647,0.0469,0.0606,0.0572,0.2526,0.4753
"Joel Peralta",2332,"2013",1172,0.1263,0.0538,0.0819,-0.0094,0.2619,0.4761
"Paul Clemens",8037,"2013",1168,0.1627,0.0334,0.0565,0.0728,0.2432,0.5043
"Tyler Clippard",5640,"2013",1166,0.1467,0.0583,0.0429,0.0455,0.2419,0.5103
"Freddy Garcia",1077,"2013",1161,0.174,0.0431,0.0586,0.0724,0.2257,0.4987
"Jake McGee",7550,"2013",1144,0.1818,0.0533,0.0577,0.0708,0.2544,0.4528
"J.J. Hoover",9037,"2013",1141,0.1578,0.0605,0.0412,0.0561,0.2244,0.5162
"Dale Thayer",5032,"2013",1136,0.2042,0.0502,0.0414,0.1127,0.2447,0.4595
"Ryan Cook",8855,"2013",1136,0.1743,0.0308,0.0695,0.0739,0.2518,0.4736
"Rafael Soriano",1100,"2013",1135,0.1454,0.0758,0.0485,0.0211,0.2361,0.4943
"Grant Balfour",718,"2013",1135,0.1436,0.0264,0.0661,0.0511,0.215,0.5489
"Wilton Lopez",4227,"2013",1134,0.1667,0.0194,0.0864,0.0608,0.2205,0.5071
"Tim Stauffer",6432,"2013",1129,0.1807,0.0337,0.0638,0.0833,0.2117,0.5102
"Charlie Furbush",1370,"2013",1127,0.1695,0.0142,0.0754,0.0799,0.2325,0.5084
"Kevin Gregg",1793,"2013",1126,0.1528,0.016,0.0684,0.0684,0.2176,0.5453
"Heath Bell",2080,"2013",1125,0.1707,0.0444,0.0524,0.0738,0.2249,0.5076
"Yoervis Medina",10498,"2013",1125,0.144,0.0222,0.08,0.0418,0.1742,0.5796
"Matt Belisle",1837,"2013",1125,0.1778,0.0373,0.08,0.0604,0.2631,0.4418
"Rex Brothers",9794,"2013",1118,0.144,0.0215,0.059,0.0635,0.2254,0.5501
"Josh Roenicke",3241,"2013",1117,0.1423,0.0412,0.06,0.0412,0.2265,0.53
"Jamey Wright",715,"2013",1115,0.1704,0.0323,0.0673,0.0709,0.2018,0.5283
"Jim Johnson",3656,"2013",1114,0.1589,0.0287,0.0691,0.061,0.2083,0.535
"Ross Detwiler",2859,"2013",1113,0.1923,0.0314,0.0593,0.1015,0.2228,0.4942
"Roy Halladay",1303,"2013",1110,0.1577,0.0252,0.0568,0.0757,0.2009,0.5595
"Steve Cishek",6483,"2013",1107,0.1545,0.0172,0.0885,0.0488,0.2421,0.4977
"Anthony Varvaro",2385,"2013",1104,0.1585,0.0553,0.0643,0.0389,0.2274,0.4946
"Brett Oberholtzer",3855,"2013",1101,0.188,0.0263,0.0754,0.0863,0.2398,0.4705
"Brandon Kintzler",9939,"2013",1100,0.1955,0.0291,0.0555,0.1109,0.1927,0.5273
"Aroldis Chapman",10233,"2013",1098,0.1667,0.0492,0.0474,0.0701,0.2341,0.5027
"Jon Garland",232,"2013",1088,0.1517,0.0129,0.0744,0.0643,0.2178,0.5432
"Ronald Belisario",2203,"2013",1088,0.193,0.0248,0.0607,0.1075,0.2353,0.4862
"Tanner Scheppers",10267,"2013",1079,0.203,0.0269,0.0454,0.1307,0.1881,0.5366
"Tony Watson",3132,"2013",1071,0.2054,0.0159,0.0663,0.1232,0.2035,0.5089
"Tyler Thornburg",10688,"2013",1068,0.1573,0.0459,0.0562,0.0552,0.2154,0.5253
"Junichi Tazawa",4079,"2013",1067,0.1612,0.0384,0.059,0.0637,0.2605,0.4808
"Joaquin Benoit",1437,"2013",1067,0.134,0.0431,0.0694,0.0216,0.2118,0.5417
"Tyler Cloyd",8536,"2013",1065,0.17,0.0225,0.0638,0.0836,0.2244,0.5192
"David Carpenter",3959,"2013",1063,0.1806,0.0395,0.0659,0.0753,0.2389,0.4751
"Jared Burton",8346,"2013",1062,0.1478,0.0395,0.0443,0.064,0.2382,0.5301
"Jim Henderson",6653,"2013",1060,0.1896,0.0358,0.0679,0.0858,0.2038,0.5028
"Greg Holland",7196,"2013",1060,0.1443,0.0509,0.0736,0.0198,0.2208,0.5104
"David Hernandez",4259,"2013",1054,0.1907,0.0285,0.0484,0.1139,0.2429,0.4896
"David Robertson",8241,"2013",1053,0.151,0.037,0.0807,0.0332,0.2165,0.5147
"Luke Hochevar",6943,"2013",1044,0.1839,0.0536,0.0508,0.0795,0.2251,0.4866
"Carter Capps",12803,"2013",1042,0.1593,0.0345,0.0633,0.0614,0.2428,0.5
"Craig Kimbrel",6655,"2013",1041,0.1614,0.0346,0.074,0.0528,0.2056,0.5245
"Aaron Loup",10343,"2013",1037,0.1996,0.0222,0.0617,0.1157,0.2334,0.4831
"Michael Wacha",14078,"2013",1034,0.1654,0.0513,0.06,0.0542,0.2311,0.4923
"Koji Uehara",9227,"2013",1029,0.1778,0.0603,0.0661,0.0515,0.2653,0.4305
"Donovan Hand",8728,"2013",1028,0.1712,0.0204,0.07,0.0807,0.2091,0.5292
"LaTroy Hawkins",729,"2013",1027,0.1879,0.0672,0.0604,0.0604,0.2668,0.4177
"Wandy Rodriguez",2586,"2013",1025,0.1659,0.0322,0.0644,0.0693,0.238,0.4995
"Jarred Cosart",10304,"2013",1024,0.1553,0.0332,0.0654,0.0566,0.1963,0.5498
"Chris Rusin",9895,"2013",1021,0.1655,0.0264,0.0686,0.0705,0.2008,0.5387
"Joe Nathan",1122,"2013",1021,0.1538,0.0421,0.0686,0.0431,0.2223,0.5132
"Cesar Ramos",3357,"2013",1016,0.1742,0.0207,0.0659,0.0876,0.1949,0.5443
"Pedro Hernandez",4578,"2013",1016,0.1969,0.0295,0.06,0.1073,0.1988,0.5148
"Kelvin Herrera",6033,"2013",1010,0.1693,0.0455,0.0663,0.0574,0.2287,0.4901
"Sean Doolittle",1581,"2013",1008,0.1905,0.0605,0.0694,0.0605,0.2619,0.4177
"Jose Veras",2063,"2013",1007,0.1758,0.0397,0.0606,0.0755,0.2175,0.5065
"Sam LeCure",4664,"2013",1005,0.1363,0.0368,0.0637,0.0358,0.2299,0.5333
"Robbie Ross",6819,"2013",1004,0.2161,0.0548,0.0349,0.1265,0.259,0.4353
"Steve Delabar",11827,"2013",1002,0.1547,0.0399,0.0639,0.0509,0.2216,0.52
"Brian Duensing",4064,"2013",996,0.1998,0.0321,0.0562,0.1114,0.1938,0.5181
"Sonny Gray",12768,"2013",995,0.1487,0.0422,0.0935,0.0131,0.2101,0.5055
"Luis Avilan",2882,"2013",995,0.1538,0.0241,0.0643,0.0653,0.1789,0.5789
"Joe Smith",3281,"2013",994,0.2042,0.0141,0.0714,0.1187,0.1952,0.5151
"Mark Melancon",4264,"2013",988,0.1791,0.0152,0.0749,0.0891,0.1953,0.5354
"Pedro Strop",4070,"2013",981,0.1478,0.0347,0.0408,0.0724,0.2304,0.5464
"Shawn Kelley",7773,"2013",981,0.1417,0.0469,0.0724,0.0224,0.2181,0.5209
"Brad Ziegler",7293,"2013",979,0.143,0.0031,0.1195,0.0204,0.1379,0.5965
"Darren O'Day",3321,"2013",977,0.174,0.0307,0.0809,0.0624,0.2201,0.4944
"Michael Kohn",8505,"2013",975,0.1662,0.0523,0.0349,0.079,0.2287,0.5179
"Sergio Romo",9817,"2013",973,0.1316,0.0195,0.073,0.0391,0.2045,0.5714
"Jerry Blevins",7841,"2013",972,0.1739,0.0247,0.0535,0.0957,0.2068,0.5412
"Ross Ohlendorf",8268,"2013",971,0.1535,0.0433,0.0422,0.068,0.2606,0.5005
"Wade LeBlanc",5221,"2013",971,0.1771,0.0257,0.0742,0.0772,0.206,0.517
"Oliver Perez",1514,"2013",970,0.1928,0.0351,0.0619,0.0959,0.2495,0.4608
"Tim Collins",3164,"2013",963,0.1828,0.0426,0.0561,0.0841,0.2201,0.4984
"Jonathan Papelbon",5975,"2013",962,0.185,0.0374,0.0468,0.1008,0.2266,0.5042
"Casey Fien",3926,"2013",962,0.1538,0.0509,0.0634,0.0395,0.2786,0.4532
"Bryan Morris",10234,"2013",962,0.1383,0.0177,0.0613,0.0593,0.1923,0.5904
"J.P. Howell",8245,"2013",959,0.1564,0.0209,0.0626,0.073,0.1825,0.5777
"Luke Gregerson",4090,"2013",956,0.1705,0.0157,0.0669,0.0879,0.1935,0.5533
"Drew Storen",6983,"2013",955,0.2136,0.0471,0.0503,0.1162,0.2524,0.4366
"Johnny Cueto",6893,"2013",952,0.187,0.0494,0.0515,0.0861,0.188,0.5242
"Stephen Fife",8077,"2013",952,0.1828,0.0536,0.0494,0.0798,0.2279,0.4863
"Tom Wilhelmsen",9975,"2013",949,0.1496,0.02,0.0906,0.039,0.2297,0.51
"Jesse Chavez",5448,"2013",948,0.1772,0.0316,0.0633,0.0823,0.2437,0.4842
"Glen Perkins",8041,"2013",944,0.2235,0.0551,0.0328,0.1356,0.2405,0.4481
"Matt Albers",4300,"2013",943,0.1633,0.017,0.0742,0.0721,0.193,0.5525
"Matt Lindstrom",4604,"2013",943,0.1697,0.0191,0.0774,0.0732,0.2322,0.5016
"Michael Gonzalez",1794,"2013",942,0.1306,0.0467,0.0499,0.034,0.2123,0.5605
"Andre Rienzo",3507,"2013",941,0.1445,0.0457,0.0563,0.0425,0.2125,0.5409
"Mariano Rivera",844,"2013",940,0.233,0.0298,0.0457,0.1574,0.184,0.5074
"Hector Rondon",2391,"2013",931,0.1826,0.044,0.0602,0.0784,0.2019,0.5113
"Neal Cotts",1797,"2013",928,0.208,0.0679,0.056,0.0841,0.2112,0.4569
"Carlos Marmol",2790,"2013",926,0.1598,0.0292,0.0486,0.0821,0.216,0.5464
"Brandon League",3731,"2013",923,0.1658,0.0119,0.0715,0.0823,0.2286,0.5222
"Burke Badenhop",9736,"2013",921,0.164,0.0185,0.0608,0.0847,0.2486,0.5081
"Brett Cecil",2660,"2013",918,0.1525,0.0468,0.0414,0.0643,0.2593,0.5
"Vance Worley",6435,"2013",918,0.1939,0.049,0.0512,0.0937,0.2309,0.4749
"Andrew Albers",7853,"2013",917,0.1974,0.0316,0.0796,0.0862,0.2486,0.4427
"Philip Humber",8586,"2013",914,0.1871,0.047,0.0536,0.0864,0.2462,0.4661
"Danny Farquhar",8501,"2013",912,0.1557,0.0351,0.057,0.0636,0.2336,0.5186
"Wesley Wright",5960,"2013",910,0.1692,0.0242,0.0747,0.0703,0.2297,0.5022
"Josh Outman",4004,"2013",910,0.1264,0.0462,0.0604,0.0198,0.2264,0.5407
"Brandon Morrow",9346,"2013",908,0.174,0.0452,0.0639,0.065,0.2258,0.4912
"Alex Sanabia",5350,"2013",907,0.1742,0.0375,0.0794,0.0573,0.1863,0.5226
"Jeremy Bonderman",1667,"2013",904,0.1681,0.0254,0.0575,0.0852,0.1847,0.5642
"Robbie Erlin",10354,"2013",902,0.1685,0.041,0.051,0.0765,0.2528,0.4867
"Edward Mujica",3970,"2013",901,0.162,0.0255,0.0755,0.061,0.2642,0.4728
"Kyle Gibson",10123,"2013",898,0.1448,0.0145,0.059,0.0713,0.2004,0.5813
"Chris Perez",5213,"2013",892,0.157,0.0381,0.0964,0.0224,0.2399,0.4686
"Alex Torres",7038,"2013",891,0.1627,0.0426,0.0471,0.073,0.2099,0.5376
"Liam Hendriks",3548,"2013",891,0.193,0.0348,0.0707,0.0875,0.2391,0.4624
"Seth Maness",12235,"2013",885,0.1695,0.0249,0.0689,0.0757,0.2463,0.4904
"Juan Gutierrez",3265,"2013",880,0.1398,0.0318,0.0693,0.0386,0.2443,0.5148
"Al Alburquerque",6324,"2013",880,0.1295,0.0477,0.0557,0.0261,0.2136,0.5534
"Logan Ondrusek",3677,"2013",879,0.1684,0.0353,0.0626,0.0705,0.2093,0.5245
"Will Harris",3192,"2013",878,0.1822,0.0433,0.0421,0.0968,0.2153,0.5171
"Jose Mijares",4140,"2013",876,0.1667,0.0422,0.0571,0.0674,0.2306,0.5034
"George Kontos",9486,"2013",871,0.1642,0.0494,0.0551,0.0597,0.2135,0.5178
"Jason Frasor",1906,"2013",867,0.1615,0.0392,0.06,0.0623,0.2272,0.5121
"Brian Matusz",2646,"2013",857,0.1587,0.0443,0.0723,0.042,0.2217,0.5029
"Huston Street",8258,"2013",854,0.1218,0.0293,0.0632,0.0293,0.2389,0.5468
"James Russell",4089,"2013",851,0.1692,0.0364,0.0752,0.0576,0.2632,0.4559
"Clayton Richard",3551,"2013",851,0.1904,0.0247,0.0799,0.0858,0.2139,0.4912
"Craig Breslow",4363,"2013",842,0.1805,0.0261,0.0475,0.1069,0.1876,0.5582
"Paco Rodriguez",13398,"2013",842,0.1235,0.0154,0.0867,0.0214,0.1853,0.5891
"Troy Patton",8368,"2013",839,0.1871,0.0226,0.0787,0.0858,0.2527,0.4589
"Preston Claiborne",10500,"2013",838,0.1587,0.0274,0.0621,0.0692,0.2064,0.5453
"Chad Qualls",2170,"2013",838,0.1635,0.0251,0.0859,0.0525,0.2625,0.463
"Jason Grilli",521,"2013",836,0.1675,0.0598,0.0347,0.073,0.2189,0.5191
"Justin De Fratus",4955,"2013",834,0.1619,0.0324,0.0683,0.0612,0.2026,0.5348
"Travis Blackley",3234,"2013",828,0.1703,0.0411,0.0773,0.0519,0.1884,0.5229
"Jaime Garcia",8137,"2013",826,0.1586,0.0254,0.0896,0.0436,0.1889,0.5375
"Danny Salazar",5867,"2013",820,0.1476,0.0524,0.0634,0.0317,0.261,0.4756
"Casey Janssen",7355,"2013",816,0.1716,0.0355,0.0637,0.0723,0.2096,0.5196
"Blake Parker",5224,"2013",810,0.1494,0.0395,0.0593,0.0506,0.2741,0.4778
"Santiago Casilla",2873,"2013",807,0.1462,0.0446,0.0458,0.0558,0.2218,0.5415
"Aaron Crow",10149,"2013",807,0.1487,0.0273,0.0595,0.062,0.2392,0.5254
"Bobby Parnell",9926,"2013",805,0.1416,0.0323,0.0882,0.0211,0.2373,0.5006
"Edgmer Escalona",8574,"2013",801,0.1948,0.0474,0.0637,0.0836,0.2434,0.4507
"Kevin Gausman",14107,"2013",796,0.152,0.0176,0.0829,0.0515,0.206,0.5415
"Jose Cisnero",6399,"2013",791,0.1504,0.0354,0.0645,0.0506,0.2263,0.5234
"Carlos Carrasco",6632,"2013",787,0.1728,0.0292,0.0584,0.0851,0.2262,0.5133
"Rich Hill",4806,"2013",787,0.1957,0.0496,0.0419,0.1042,0.1982,0.5146
"Tyler Lyons",11334,"2013",787,0.1525,0.0267,0.0889,0.0368,0.216,0.5159
"Scott Rice",2743,"2013",784,0.1378,0.0077,0.0867,0.0434,0.1454,0.6224
"Jordan Walden",3271,"2013",779,0.1348,0.0385,0.0629,0.0334,0.2311,0.5327
"Chad Bettis",10587,"2013",778,0.1889,0.0257,0.0656,0.0977,0.1992,0.5206
"Ethan Martin",3877,"2013",772,0.158,0.0479,0.057,0.0531,0.1736,0.5635
"Brett Anderson",8223,"2013",768,0.1706,0.0313,0.0625,0.0768,0.2018,0.5339
"Manny Parra",4279,"2013",761,0.1301,0.0237,0.0604,0.046,0.2339,0.5519
"Tanner Roark",8753,"2013",759,0.1686,0.0567,0.0777,0.0343,0.2345,0.4625
"Brandon Workman",11428,"2013",754,0.1698,0.0398,0.057,0.0729,0.2427,0.4907
"Jean Machi",3220,"2013",754,0.1737,0.0318,0.069,0.0729,0.2122,0.5133
"Francisco Rodriguez",1642,"2013",753,0.1647,0.0491,0.0651,0.0505,0.2337,0.4874
"Taylor Jordan",10466,"2013",746,0.1729,0.0268,0.0603,0.0858,0.2292,0.5107
"Scott Atchison",2642,"2013",740,0.1568,0.0473,0.0608,0.0486,0.2459,0.4892
"Joba Chamberlain",2692,"2013",739,0.1407,0.0298,0.0717,0.0392,0.2436,0.5142
"Josh Beckett",510,"2013",735,0.1551,0.0299,0.0707,0.0544,0.2381,0.5061
"David Aardsma",1902,"2013",735,0.1633,0.0408,0.0599,0.0626,0.215,0.5211
"Yusmeiro Petit",4020,"2013",731,0.1792,0.0492,0.0492,0.0807,0.2449,0.4774
"Tony Sipp",8280,"2013",718,0.1337,0.0404,0.0446,0.0487,0.2159,0.5655
"Darren Oliver",206,"2013",713,0.1978,0.0224,0.0547,0.1206,0.2202,0.5049
"Scott Downs",773,"2013",712,0.1475,0.0028,0.0871,0.0576,0.139,0.6236
"Anthony Bass",7982,"2013",707,0.1584,0.0255,0.0806,0.0523,0.2093,0.5262
"Nick Vincent",7555,"2013",705,0.2014,0.034,0.0553,0.1121,0.2355,0.4738
"Antonio Bastardo",8844,"2013",702,0.1481,0.0342,0.0499,0.0641,0.2222,0.5456
"Jose Alvarez",5358,"2013",696,0.1408,0.0316,0.0603,0.0489,0.2529,0.5144
"Matt Thornton",1918,"2013",690,0.2232,0.0377,0.0348,0.1507,0.1957,0.5087
"Ross Wolf",4534,"2013",688,0.1846,0.0203,0.0669,0.0974,0.2326,0.4956
"Joe Ortiz",7955,"2013",688,0.1613,0.032,0.0727,0.0567,0.25,0.484
"Kevin Siegrist",8180,"2013",678,0.1667,0.059,0.0487,0.059,0.264,0.4617
"Dan Jennings",8073,"2013",677,0.1448,0.0133,0.0753,0.0561,0.2009,0.5657
"P.J. Walters",9557,"2013",676,0.1775,0.0222,0.0769,0.0784,0.2544,0.4689
"Joe Thatcher",4620,"2013",676,0.2086,0.0237,0.0769,0.108,0.2352,0.4556
"Sandy Rosario",1525,"2013",674,0.1632,0.043,0.0534,0.0668,0.2507,0.4896
"Kevin Jepsen",6475,"2013",673,0.1501,0.0342,0.0535,0.0624,0.2244,0.5379
"Pat Neshek",4682,"2013",669,0.1854,0.0344,0.0703,0.0807,0.2466,0.4634
"Jesse Crain",4817,"2013",669,0.1674,0.0628,0.0389,0.0658,0.2078,0.5232
"Matt Guerrier",2061,"2013",669,0.1779,0.0329,0.0523,0.0927,0.2123,0.5247
"Boone Logan",5525,"2013",668,0.1692,0.0344,0.0464,0.0883,0.1916,0.5584
"Vinnie Pestano",4782,"2013",664,0.1943,0.0452,0.0407,0.1084,0.2154,0.5045
